turbine_id,valid_time,nominal_lead_time_hours,raw_predicted_power,predicted_power,prediction_bounded,weather_out_of_training_range,baseline_prediction,wind_speed,temperature,forecast_origin,hours_ahead,model_training_max,model_training_available_at,model_id,weather_model,forecast_contract_compatible
turbine_1,2025-12-31 20:00:00+00:00,24,0.009391612097384094,0.009391612097384094,False,False,0.009988623435722412,0.76,1.8,2025-12-31 19:00:00+00:00,1.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2025-12-31 21:00:00+00:00,24,0.009605477885167154,0.009605477885167154,False,False,0.009988623435722412,0.98,1.6,2025-12-31 19:00:00+00:00,2.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2025-12-31 22:00:00+00:00,24,0.010236574812804147,0.010236574812804147,False,False,0.011048448145344437,1.86,2.1,2025-12-31 19:00:00+00:00,3.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2025-12-31 23:00:00+00:00,24,0.023396398742211257,0.023396398742211257,False,False,0.04069233550253073,3.26,2.7,2025-12-31 19:00:00+00:00,4.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2026-01-01 00:00:00+00:00,24,0.9897930565211325,0.9897930565211325,False,False,0.9769104308390022,13.47,2.1,2025-12-31 19:00:00+00:00,5.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2026-01-01 01:00:00+00:00,24,0.9863506925166433,0.9863506925166433,False,False,0.9668531468531468,12.82,1.6,2025-12-31 19:00:00+00:00,6.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2026-01-01 02:00:00+00:00,24,0.9849981027354475,0.9849981027354475,False,False,0.9576498127340823,12.15,1.5,2025-12-31 19:00:00+00:00,7.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2026-01-01 03:00:00+00:00,24,0.9642754591687186,0.9642754591687186,False,False,0.9376587301587301,11.06,1.2,2025-12-31 19:00:00+00:00,8.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2026-01-01 04:00:00+00:00,24,0.7927582268956889,0.7927582268956889,False,False,0.6947272727272727,9.49,1.1,2025-12-31 19:00:00+00:00,9.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
turbine_1,2026-01-01 05:00:00+00:00,24,0.5689222649431463,0.5689222649431463,False,False,0.5471700762133975,8.3,1.4,2025-12-31 19:00:00+00:00,10.0,2025-12-31 22:00:00,2026-01-01T00:00:00+05:00,f593fd24f9c9c75249d18ce1aee1a63ff3ad1ce495bf49517b8fce706f8b7b2b,gfs_seamless,False
